time,z
0.129,0.004417935198573839
0.13,0.016296992397566677
0.131,-0.005494571302822107
0.132,-0.002621763986930512
0.133,-0.0004129701837818048
0.134,0.02496274778423718
0.135,0.0021532097195071653
0.136,-1.4048603958103593e-05
0.137,-0.007477986797871797
0.138,-0.0025183849966877005
0.139,0.008490870501509352
0.14,0.004894572505073596
0.141,-0.004065304180357264
0.142,-0.015644358771218374
0.143,-0.00098646225722345
0.144,-0.007007400414881501
0.145,-0.009899330250050355
0.146,0.0046764618960183696
0.147,-0.010980886066867174
0.148,0.0027331935080542654
0.149,0.0016571563515793827
0.15,-0.01058124251793053
0.151,-0.002234868487449848
0.152,-0.021198484326648642
0.153,0.02170642540853034
0.154,0.013117585952899538
0.155,0.004179462149554537
0.156,0.006633428549554351
0.157,0.01781273637805643
0.158,-0.0029459919509701163
0.159,0.019523805583383104
0.16,0.016603959824392316
0.161,0.002034382992214105
0.162,-0.018468451647132757
0.163,0.004012979750233258
0.164,0.01179838911872365
0.165,0.006525772343112308
0.166,-0.008202719386603899
0.167,0.008144095698882737
0.168,0.002088412020329239
0.169,0.008039212986434608
0.17,0.0068513829567401156
0.171,0.01146495228032863
0.172,0.010007381953692966
0.173,0.006527162770646258
0.174,-0.0023806622501934107
0.175,-0.011146078501353626
0.176,0.007202936654759574
0.177,0.014912789175818671
0.178,0.00014437910445226285
0.179,-0.01224119505891446
0.18,-0.009884899326166556
0.181,0.005908418388797205
0.182,-0.009940909360014358
0.183,0.011373366813149252
0.184,-0.0011800369669249513
0.185,0.00897764265931574
0.186,0.018793757642688792
0.187,0.024064672527135123
0.188,0.0041853231840105285
0.189,0.007856365499549
0.19,0.010290322880736304
0.191,0.011105240501826652
0.192,0.010635499664391451
0.193,0.008917930196527311
0.194,0.0018137132321482704
0.195,0.00920597027592406
0.196,0.003891035293629096
0.197,0.00205838567569308
0.198,0.004088993795513094
0.199,-0.00046931751405894853
0.2,0.0029350134299399324
0.201,0.007416559842882594
0.202,0.008298627647084167
0.203,0.004641462958954443
0.204,0.000528622815305471
0.205,0.0030180001105575083
0.206,0.009478680347110274
0.207,0.002176339875695298
0.208,-0.0015063947094175788
0.209,0.006479436735086278
0.21,0.006508179091531243
0.211,0.011815888762324393
0.212,0.022414761802774134
0.213,0.005451196795046109
0.214,-0.0001008703868835845
0.215,-0.008154089199983866
0.216,-0.002161296921563468
0.217,-0.008995543094349379
0.218,0.004138791168963392
0.219,0.022979652322279564
0.22,-0.0014814881768217079
0.221,0.006969263213808646
0.222,-0.003221161909394355
0.223,-0.0035374993165279162
0.224,-0.0022067189892428776
0.225,0.017314438064865472
0.226,0.00302595673168295
0.227,-0.010257529273971345
0.228,0.02121829404631669
0.229,0.0028887322065799846
0.23,-0.013159904263067363
0.231,0.009323954742565862
0.232,0.010423251533735248
0.233,-0.003686969716525681
0.234,0.008342419271415612
0.235,0.00919270137331739
0.236,0.004397261294738647
0.237,-0.0030070042364918267
0.238,0.01001747453782294
0.239,0.015236671737368182
0.24,-0.005919907102341755
0.241,0.0030758486861761163
0.242,-0.01705614555703917
0.243,0.0016385161982235196
0.244,0.00936774843924118
0.245,0.005912294143465953
0.246,0.014487465550591667
0.247,-0.003315351045126159
0.248,0.02020113692338957
0.249,0.008015298018170351
0.25,0.000751500383236829
0.251,0.015450990118918049
0.252,0.02779758402734363
0.253,-0.0022796429766840896
0.254,0.018367966300208094
0.255,0.03566645113079701
0.256,0.00923584148751206
0.257,0.0066600904807182885
0.258,-0.007599092804621663
0.259,0.003851491619447538
0.26,0.016637118455737614
0.261,0.01837821382109807
0.262,0.0064567478926315924
0.263,0.011293595562412613
0.264,0.003371905033695341
0.265,-0.004083965482903606
0.266,0.009465573103137179
0.267,-0.0014555909052899139
0.268,0.001917539229977754
0.269,-0.014068319795875889
0.27,0.02183049201700167
0.271,0.0017391015925737208
0.272,-0.0031283115112374915
0.273,0.009124947481466044
0.274,0.009820919634995096
0.275,0.025836584504238515
0.276,0.0029798298008639375
0.277,0.0029038032293971757
0.278,0.032758602842496355
0.279,0.016779184621371082
0.28,-0.0088509819794429
0.281,0.009640474416452823
0.282,-0.0034657178412862664
0.283,0.025229425569997226
0.284,0.006817498705164928
0.285,-0.0012169408842899465
0.286,0.006959108960646398
0.287,0.005540477406390174
0.288,0.018774800186244243
0.289,0.02758908503182061
0.29,0.009887490867178017
0.291,0.009925181251376277
0.292,0.006745609895121766
0.293,0.0023428855108158075
0.294,0.006246062660260776
0.295,0.01851249240848658
0.296,0.007018303500709502
0.297,-0.005457163659647416
0.298,0.012607705880011633
0.299,0.007879759153385473
0.3,0.0006450450290662688
0.301,0.014582265051489091
0.302,0.008677008980282286
0.303,-0.018060498139344502
0.304,-0.002041847723735583
0.305,0.012698529925244773
0.306,0.023064448280928657
0.307,0.009310833371952753
0.308,0.03634080009909406
0.309,-0.019585038919964836
0.31,0.007632617385424579
0.311,0.004626621917608382
0.312,0.01275274615759748
0.313,-0.004319872492872988
0.314,0.006875193425960565
0.315,0.020600492209229722
0.316,0.015460949397771456
0.317,0.01849550515745336
0.318,0.01604323454962503
0.319,-0.0019338342786872544
0.32,0.005464441024902466
0.321,0.00811620978173784
0.322,0.020354564521109668
0.323,0.005597486956200996
0.324,0.03753041540275836
0.325,0.008349445231757385
0.326,0.01055467108733523
0.327,0.019696076558351726
0.328,0.017382425196858647
0.329,0.01977883037887453
0.33,0.006189442766052474
0.331,0.021056988289404194
0.332,0.0068212460046578206
0.333,0.014416273437194857
0.334,0.012055455104719564
0.335,0.00010934842810990907
0.336,-0.01004740679389176
0.337,0.032598032259772106
0.338,-0.002706864328364705
0.339,0.002716769009693285
0.34,0.017668562450613674
0.341,0.011820137556254632
0.342,0.024821483096908098
0.343,0.006332152441682528
0.344,0.003920102017877513
0.345,0.014653752566176022
0.346,-0.009223283304616442
0.347,0.012217537718911532
0.348,0.008945754232144474
0.349,0.004136679353335051
0.35,0.017650984058237326
0.351,0.017807216893360095
0.352,0.010765437437785874
0.353,-0.0009072304007679867
0.354,-0.011168314612456622
0.355,0.01562641807923932
0.356,0.011033660766272971
0.357,-0.024374670626352728
0.358,0.020381190558672883
0.359,0.005575521002022162
0.36,0.007319484001982999
0.361,0.017525577169056186
0.362,0.02546848155865842
0.363,0.012930045100098627
0.364,0.016023094657713483
0.365,0.011669751213115167
0.366,0.010902713872452887
0.367,0.019243538745129542
0.368,0.007623017087450627
0.369,-0.00862129141812867
0.37,0.011064473905732647
0.371,0.01840782688184333
0.372,0.00023713149906669402
0.373,0.0063034806727556465
0.374,0.0057627132764760496
0.375,0.00752096634488694
0.376,9.488495984566123e-06
0.377,0.02141902804482668
0.378,-0.0034596393787061502
0.379,0.0026658133171749074
0.38,0.017759126729164014
0.381,0.011456242420230316
0.382,0.013552372480917054
0.383,0.018288665124857172
0.384,0.005526916570245406
0.385,0.012788352153214423
0.386,0.02957698810759984
0.387,0.02056370307077833
0.388,0.007893413540766031
0.389,0.020156148426005667
0.39,0.012851213151041548
0.391,0.02679854404102566
0.392,0.001064473222441591
0.393,0.016999843344005998
0.394,0.009862540596388972
0.395,0.010829601024722496
0.396,-0.0040363369497638905
0.397,0.022433399317778276
0.398,0.011076443723206706
0.399,0.0355644944525045
0.4,0.032720608895245036
0.401,0.01974843731855269
0.402,0.023915772562399885
0.403,0.02416551425900605
0.404,0.03106769581739474
0.405,0.014865119853964331
0.406,0.027039638799198427
0.407,0.02694114431061725
0.408,0.03729712399042844
0.409,0.002538172649460319
0.41,0.031337350057034696
0.411,0.02904668805254033
0.412,0.010479395854551786
0.413,2.2430208744157742e-06
0.414,0.024957998354785425
0.415,0.02671161901585612
0.416,0.006763177195497329
0.417,0.005640797489418979
0.418,0.028128017734136257
0.419,0.011269239547005028
0.42,0.007277010467448282
0.421,-0.0018742788130148916
0.422,0.00849645402864597
0.423,0.02740154070300693
0.424,0.030418798953742526
0.425,0.02083859236985177
0.426,0.018682222266233922
0.427,0.025530595191883595
0.428,0.013434839515099033
0.429,0.021463651410591592
0.43,0.004897069043750637
0.431,-0.0025379024398477466
0.432,-0.0009397162336363118
0.433,0.011986952788165323
0.434,0.009939387363786042
0.435,0.025735356997332842
0.436,0.0269723369128733
0.437,0.025806930400944332
0.438,0.019687400483745943
0.439,0.031746151463817776
0.44,0.014537056283352775
0.441,0.017226953550635637
0.442,0.014022084650394423
0.443,0.005473698394598381
0.444,0.019747737131270413
0.445,0.009886262315541603
0.446,0.00863102299430022
0.447,0.006035572800854769
0.448,0.02600225283631035
0.449,0.011396393643260465
0.45,0.005155104294352756
0.451,0.02779993571579797
0.452,0.010603789705869409
0.453,0.001365862548738099
0.454,0.01962047376704378
0.455,0.037512319437127774
0.456,0.024090771589546263
0.457,0.014864184877675
0.458,0.017480183429695303
0.459,0.015422975910115558
0.46,0.01687879488463079
0.461,0.020685520395366225
0.462,0.01954036949258656
0.463,0.023002229072953292
0.464,0.01369288099795546
0.465,0.0007567507885925841
0.466,0.025248254232081963
0.467,0.016469004714465572
0.468,0.025254120540652635
0.469,0.015910933257554577
0.47,0.04714498810808517
0.471,0.023829884673556498
0.472,0.031639155543465136
0.473,0.01222998434350257
0.474,0.029082840571995703
0.475,0.032172497310991685
0.476,0.024837238634254244
0.477,0.013317738359167745
0.478,0.015680165488027784
0.479,0.03415208678520164
0.48,0.026220452730318106
0.481,0.0031233827750216485
0.482,0.015168935051098714
0.483,0.02807851671263793
0.484,0.021759489089138787
0.485,0.014118928797915648
0.486,0.034277719424662095
0.487,0.02613735238596546
0.488,0.021118186251113308
0.489,0.01952349457802465
0.49,0.020049655947616173
0.491,0.027531723147966605
0.492,0.03354917732044144
0.493,0.02750510103387021
0.494,0.030952243991027247
0.495,0.01574367372436195
0.496,0.02925157899322308
0.497,0.0456744291900591
0.498,0.03317764110327108
0.499,0.01734991167143898
0.5,0.024598644333426088
0.501,0.01969351827500509
0.502,0.02615683539099633
0.503,0.022749163500539307
0.504,0.037993854914880665
0.505,0.036661311842780375
0.506,0.0224798515854184
0.507,0.026892714568606892
0.508,0.00839980754452719
0.509,0.008436133959834807
0.51,0.027132979917064377
0.511,0.024029226914230227
0.512,0.018050932759397544
0.513,0.03999044556863131
0.514,0.039247253012615266
0.515,0.03576713731571915
0.516,0.029432052369190123
0.517,0.027519123353945275
0.518,0.030747266254293318
0.519,0.030754851017800306
0.52,0.03653789369898664
0.521,0.024032243593616383
0.522,0.02626929399029243
0.523,0.012847228313547763
0.524,0.017703683761546178
0.525,0.021429421383498494
0.526,0.019897880959471724
0.527,0.023188313578620237
0.528,0.009838971297186267
0.529,0.02666620963627115
0.53,0.013574455899452754
0.531,0.03909251916204324
0.532,0.024047562325552267
0.533,0.029897631845024558
0.534,0.03435862866400275
0.535,0.0011112340284995977
0.536,0.012026561591871914
0.537,0.047485318681807456
0.538,0.01806899113813244
0.539,0.03039815476850725
0.54,0.02040452140400053
0.541,0.02219987702833816
0.542,0.017023041282474442
0.543,0.04586830472579963
0.544,0.04090512486336963
0.545,0.02671870910679546
0.546,0.03084289843286163
0.547,0.024981996299189433
0.548,0.021319304690081704
0.549,0.03316053511516333
0.55,0.01969542483425094
0.551,0.033802465574982746
0.552,0.026346005978164652
0.553,0.023458698268298918
0.554,0.024141721642653706
0.555,0.03070167202223968
0.556,0.00948735929580279
0.557,0.03539170401308786
0.558,0.03630778467680805
0.559,0.03155649157059921
0.56,0.040428350774172395
0.561,0.03175079070085679
0.562,0.03063300394114383
0.563,0.02726690530666216
0.564,0.03626971350429649
0.565,0.02358466624078457
0.566,0.01865201963174027
0.567,0.026401831831108936
0.568,0.04332783207216066
0.569,0.03296510894651205
0.57,0.04319459080768448
0.571,0.021347472634214958
0.572,0.04550671272289982
0.573,0.02936151296731116
0.574,0.035955562951517826
0.575,0.03544153546287296
0.576,0.030022479149952614
0.577,0.03429692702604513
0.578,0.031849183233469386
0.579,0.04320925511962753
0.58,0.011576312346159866
0.581,0.026811054532361607
0.582,0.0275057221516533
0.583,0.022661575681301595
0.584,0.035953365269824754
0.585,0.043862160789319246
0.586,0.02019155943794377
0.587,0.028156953521996594
0.588,0.023581260079512476
0.589,0.04489008969454455
0.59,0.035362264723176065
0.591,0.03319288742424166
0.592,0.03292320317023531
0.593,0.014332086580495364
0.594,0.023677411226097414
0.595,0.027441955824925444
0.596,0.031369032687985854
0.597,0.03921808596817426
0.598,0.024635103143865883
0.599,0.019565380004160034
0.6,0.025336803724418336
0.601,0.03416390144217265
0.602,0.03329331460978746
0.603,0.028827860571041537
0.604,0.04179040281014708
0.605,0.03471659460080649
0.606,0.03271521121104812
0.607,0.01911483126449605
0.608,0.03714089535070773
0.609,0.031484636646158956
0.61,0.03868011542339251
0.611,0.022977856306658884
0.612,0.02500380197891422
0.613,0.027892131293510383
0.614,0.03767450993257687
0.615,0.03654010183719166
0.616,0.03757884278201246
0.617,0.034304893480452944
0.618,0.06543902600256293
0.619,0.026473774218573984
0.62,0.03516613888612332
0.621,0.05005048406010923
0.622,0.044132564883653025
0.623,0.03897901321469972
0.624,0.019379575027280424
0.625,0.04320225086326032
0.626,0.04445379197354071
0.627,0.017491077916532267
0.628,0.044892049064210834
0.629,0.03269667824464974
0.63,0.026727233363376166
0.631,0.05576706992072869
0.632,0.03106561090112676
0.633,0.018763407849960063
0.634,0.03558613752263663
0.635,0.03613885282942812
0.636,0.05315615972701403
0.637,0.03508816410123165
0.638,0.03376494608800836
0.639,0.042292221979499514
0.64,0.0390803178555965
0.641,0.05447196282161699
0.642,0.04978327225948083
0.643,0.035030791191991886
0.644,0.04227874637868667
0.645,0.050609038240767665
0.646,0.06219372236893693
0.647,0.048343557403718436
0.648,0.039977194016278965
0.649,0.04409237766105792
0.65,0.03819200437956676
0.651,0.05432740718533652
0.652,0.05098050003281629
0.653,0.04230640764315515
0.654,0.04885528202816975
0.655,0.03184163070868813
0.656,0.0531070244953116
0.657,0.020827865122185072
0.658,0.05253880073300665
0.659,0.04777209813670562
0.66,0.04616224922825895
0.661,0.027891476839225177
0.662,0.04466454016151168
0.663,0.03644612212677561
0.664,0.044251565935506366
0.665,0.04222852371261674
0.666,0.0399833801332141
0.667,0.038843006263841975
0.668,0.05379242855853614
0.669,0.028138160308147208
0.67,0.037527376630856486
0.671,0.03812875261724655
0.672,0.04437979745033549
0.673,0.03913057416345154
0.674,0.048893434928430485
0.675,0.032081108783630394
0.676,0.044160299461480895
0.677,0.06506049884125063
0.678,0.05367689344506199
0.679,0.04954022086607587
0.68,0.028317791845148193
0.681,0.0473437017109212
0.682,0.04638469862853004
0.683,0.027104873349693533
0.684,0.031578219789269
0.685,0.025739015030358983
0.686,0.046637755222580755
0.687,0.053622678999158645
0.688,0.034305616407850875
0.689,0.02900464916107454
0.69,0.044776459984945255
0.691,0.02850683237290927
0.692,0.04214347798411195
0.693,0.053874114386351556
0.694,0.04480598446364571
0.695,0.03873450926531727
0.696,0.05677803891158996
0.697,0.04200567477269697
0.698,0.06425463809237664
0.699,0.02457264424300107
0.7,0.03352460693988786
0.701,0.04803320928755111
0.702,0.04226373045673838
0.703,0.054175819466908096
0.704,0.05409917083285462
0.705,0.05354501512172926
0.706,0.05248731624408009
0.707,0.0478988318751404
0.708,0.03317849722080679
0.709,0.04997256715927585
0.71,0.06458731077667412
0.711,0.05477784589349706
0.712,0.04981471900098635
0.713,0.03486028341309964
0.714,0.05100801916157563
0.715,0.043180667148440884
0.716,0.04489302699144903
0.717,0.0592190449693014
0.718,0.04594076457425942
0.719,0.07286273479144037
0.72,0.06052544976014247
0.721,0.05550449158832194
0.722,0.05790960700478363
0.723,0.05859145897069397
0.724,0.0403752496882731
0.725,0.06567159621151744
0.726,0.044878300009307
0.727,0.05393322048142402
0.728,0.05691153683640485
0.729,0.06001192188854043
0.73,0.04947794729218953
0.731,0.055483599868663025
0.732,0.07182572436231115
0.733,0.06562825082755268
0.734,0.04493789681310269
0.735,0.060081490261387475
0.736,0.05523132355676716
0.737,0.05492324674869129
0.738,0.06261467807418498
0.739,0.058736512449467655
0.74,0.046659969657495935
0.741,0.05804640641892087
0.742,0.04557423161847724
0.743,0.041979054980079956
0.744,0.05077360736402551
0.745,0.06539288903195081
0.746,0.04980816380588464
0.747,0.0451458269295398
0.748,0.06641460458829701
0.749,0.060500683872816804
0.75,0.040035277295445135
0.751,0.057260735227287175
0.752,0.05580919293418547
0.753,0.04236078344499325
0.754,0.049832753982167785
0.755,0.04627355513283857
0.756,0.055220555270272205
0.757,0.049521830304249226
0.758,0.06419931807965096
0.759,0.061039065304641954
0.76,0.05441919156943919
0.761,0.04978815903316598
0.762,0.05710588906595932
0.763,0.06482492624466456
0.764,0.05940061300014634
0.765,0.059694844313930975
0.766,0.051687379417853424
0.767,0.06062745138339489
0.768,0.040121667261350566
0.769,0.06447123998981195
0.77,0.06413933208282999
0.771,0.0542704760297938
0.772,0.03851718505152876
0.773,0.06460428956316566
0.774,0.07822003501246089
0.775,0.06667850874061299
0.776,0.054880805152646206
0.777,0.07382909262583075
0.778,0.07514935543157408
0.779,0.04559828609929259
0.78,0.08040727973670905
0.781,0.07236408946805672
0.782,0.07731289381032737
0.783,0.056988076381582424
0.784,0.07096075738094709
0.785,0.06552101302040562
0.786,0.05813248996962074
0.787,0.06575884900588053
0.788,0.06601848105195149
0.789,0.048515352589412475
0.79,0.062359739419368364
0.791,0.057504130395330644
0.792,0.05246488086913673
0.793,0.05466974024857664
0.794,0.06034806198952716
0.795,0.05850057901949854
0.796,0.05342632498584267
0.797,0.06338209269264977
0.798,0.05783098162710355
0.799,0.07431581660258495
0.8,0.075416514431303
0.801,0.0704316283621102
0.802,0.07163450702421016
0.803,0.06537415589703247
0.804,0.06133643395756743
0.805,0.07871408834631519
0.806,0.07511342318808442
0.807,0.04918659639478146
0.808,0.06690774411942389
0.809,0.06685969080754653
0.81,0.0487182356441488
0.811,0.05788977628125054
0.812,0.0501709926497739
0.813,0.06907927536675278
0.814,0.06121393791407378
0.815,0.06323503127711194
0.816,0.07322774267846885
0.817,0.05261824024933386
0.818,0.06116394853413376
0.819,0.07167621933049897
0.82,0.07437345916930942
0.821,0.07348994049701713
0.822,0.08662509543662317
0.823,0.085867716679841
0.824,0.052895314554734764
0.825,0.057878682780237126
0.826,0.06698900310978158
0.827,0.06940206013748475
0.828,0.06737990880399163
0.829,0.05046926015327928
0.83,0.06140395650268686
0.831,0.06639574634572804
0.832,0.07143625258187411
0.833,0.07079061494620992
0.834,0.06299835661184813
0.835,0.07939070375713767
0.836,0.07449925864021044
0.837,0.0675995553880602
0.838,0.062277946386052205
0.839,0.08590314415836893
0.84,0.07905522244830421
0.841,0.07264957069768124
0.842,0.075272297140391
0.843,0.06574921876501093
0.844,0.07224349382143247
0.845,0.06318064670514544
0.846,0.0925877083274015
0.847,0.06781914398679557
0.848,0.07699166059438076
0.849,0.07372831959901228
0.85,0.0688041575770256
0.851,0.06856164828040046
0.852,0.08664956771174259
0.853,0.08360934471496864
0.854,0.049496628492808004
0.855,0.07880903091315046
0.856,0.06105460751035475
0.857,0.06273939069431735
0.858,0.05658203488322746
0.859,0.06937464775919272
0.86,0.08220250966508344
0.861,0.06386525199200649
0.862,0.06265773675134538
0.863,0.07572893784935981
0.864,0.06320636671395662
0.865,0.06056762874255124
0.866,0.07667801610695724
0.867,0.06707216253691937
0.868,0.07528066288365497
0.869,0.0746835699180619
0.87,0.07029484028832589
0.871,0.0883852565263203
0.872,0.07369042241775402
0.873,0.0671610232823291
0.874,0.07354747530916471
0.875,0.07575344587263444
0.876,0.07095469417043578
0.877,0.08183287607636103
0.878,0.08913860163626874
0.879,0.08300068074845834
0.88,0.07155147815242814
0.881,0.06419070739771748
0.882,0.07348887786096346
0.883,0.07610607800965909
0.884,0.07575381332798681
0.885,0.05425299912298606
0.886,0.07098339784828284
0.887,0.07173526168583089
0.888,0.07817913315197729
0.889,0.06388076872913186
0.89,0.07805595984564766
0.891,0.07034619567770413
0.892,0.08041669836738942
0.893,0.07322619784618763
0.894,0.06644249455131343
0.895,0.07784890815498506
0.896,0.0896717734326101
0.897,0.07309339543968756
0.898,0.05968798014757172
0.899,0.07193463273997293
0.9,0.08216522351930806
0.901,0.0803354737557116
0.902,0.06841639618788246
0.903,0.08191939330500546
0.904,0.05368371639766134
0.905,0.0842024521352936
0.906,0.08648859542227655
0.907,0.0845527062659979
0.908,0.06015877172776539
0.909,0.07335275175869371
0.91,0.07945958617739193
0.911,0.07584063956487538
0.912,0.09390740836304658
0.913,0.08412483387172479
0.914,0.07409781523235687
0.915,0.08467261735827783
0.916,0.08263607972093868
0.917,0.07243983405023702
0.918,0.08381522666648278
0.919,0.09471099423820524
0.92,0.07495880844813313
0.921,0.0968032443805564
0.922,0.08043206386745735
0.923,0.10241278654080548
0.924,0.08969462484856412
0.925,0.0825451493790064
0.926,0.06886945629679667
0.927,0.07776454342246064
0.928,0.08591424656224454
0.929,0.07544510222855477
0.93,0.06662842112854088
0.931,0.07547467152945539
0.932,0.10103703500610033
0.933,0.07354218324722245
0.934,0.10329663673354486
0.935,0.08960744822489013
0.936,0.07917715862215806
0.937,0.10029059705964646
0.938,0.09625795264751237
0.939,0.09336209761642
0.94,0.11326245728574544
0.941,0.10953509852830046
0.942,0.08471331668268256
0.943,0.09405630611198199
0.944,0.09143578262269002
0.945,0.08351841509083507
0.946,0.07226908486444165
0.947,0.07994029334611777
0.948,0.09726421846472952
0.949,0.07063584023788984
0.95,0.08493137228275784
0.951,0.09481885217791197
0.952,0.08075302610761578
0.953,0.08435011258955304
0.954,0.08927504093169715
0.955,0.09668635183652549
0.956,0.08235159557108881
0.957,0.06773125015588913
0.958,0.0962210360049159
0.959,0.08636936333161375
0.96,0.08241068121787551
0.961,0.08684857196452882
0.962,0.08769809508376752
0.963,0.09946110222069068
0.964,0.07169862636095334
0.965,0.0804930340902612
0.966,0.08590702720851408
0.967,0.1010717308732261
0.968,0.08274575431214462
0.969,0.09740021806972073
0.97,0.08688892999321628
0.971,0.08750101494277461
0.972,0.070001956535922
0.973,0.09113705888461056
0.974,0.09761917269681399
0.975,0.08597942545947726
0.976,0.08681772757119467
0.977,0.10570471142115535
0.978,0.09395414818764146
0.979,0.07648027717064648
0.98,0.08767150000949529
0.981,0.06988418430488577
0.982,0.08393897539760499
0.983,0.10408406929514968
0.984,0.09283634463153165
0.985,0.10399230234899956
0.986,0.08008498376340542
0.987,0.08262464269565921
0.988,0.09213347341241213
0.989,0.09886627393668766
0.99,0.11562435013976485
0.991,0.0790984112407349
0.992,0.08814723299879447
0.993,0.09533558582260615
0.994,0.07784006047409417
0.995,0.10529658111176868
0.996,0.10541864032216475
0.997,0.08775254333436519
0.998,0.10623379512580876
0.999,0.10091764317020598
1.0,0.07632038132808655
1.001,0.08734890362147092
1.002,0.09213787283138268
1.003,0.11352827125223107
1.004,0.09003903697933656
1.005,0.1035395220018411
1.006,0.11306548770993677
1.007,0.10399155681727794
1.008,0.09750282829491608
1.009,0.08795841186940274
1.01,0.10306174086377666
1.011,0.11132160948324374
1.012,0.09717596459519022
1.013,0.09668448935561332
1.014,0.10446479455236139
1.015,0.11261166426639721
1.016,0.11193704731068527
1.017,0.10851283070182004
1.018,0.07968437830675323
1.019,0.11276060985388053
1.02,0.09697494053716608
1.021,0.08609710829387755
1.022,0.10291782694509244
1.023,0.09217145322642667
1.024,0.0981485221209109
1.025,0.10201335587801572
1.026,0.10023824426835999
1.027,0.0917937012652964
1.028,0.12112577523599546
1.029,0.10990242203411034
1.03,0.11015791919218702
1.031,0.10017626019459881
1.032,0.10830072186046036
1.033,0.08633013291453583
1.034,0.10308294838828067
1.035,0.11266266651483267
1.036,0.11804916798918835
1.037,0.09373558518534755
1.038,0.1026251222673446
1.039,0.09118371382031432
1.04,0.11048356513854658
1.041,0.1180244294321248
1.042,0.13502357458975037
1.043,0.11039988971536775
1.044,0.1090005965754177
1.045,0.11437864813894165
1.046,0.11482815404767667
1.047,0.1034430329728945
1.048,0.10442677757285881
1.049,0.09425598194809584
1.05,0.09358362586789278
1.051,0.10581049440699185
1.052,0.10196585816374788
1.053,0.09281018842513397
1.054,0.09982312690534864
1.055,0.0992688757673408
1.056,0.10287400959959993
1.057,0.10874525642365175
