Time,Distance1,Distance2,Distance3
0.043,14.213050215597539,14.072014022177617,13.943378143051769
0.044,14.062137438246396,14.063756809174075,13.94160058933902
0.045,14.185081706321084,14.2283514156176,13.94088265045381
0.046,14.143794480050337,14.164660357301367,14.025109236484841
0.047,14.151973939172718,14.203025428669672,14.022264701765781
0.048,14.222436303936108,14.125197543391597,13.928120366196557
0.049,14.11082688401727,14.14162944320642,14.040484851917496
0.05,14.103409290900744,14.115002720284858,13.949508808775876
0.051,14.14770734945145,14.160305937803505,13.945293504847006
0.052,14.19257831906911,14.158851152884111,13.946994326288209
0.053,14.126103139340506,14.190975124698392,14.018440037175884
0.054,14.115386167674957,14.165319912515628,13.94601165159497
0.055,14.095251015068401,14.160308383934161,13.973717041842473
0.056,14.093240220761604,14.096266245637427,14.015374963738422
0.057,14.119368404401826,14.126275058748798,13.984430118096608
0.058,14.069437240241225,14.139108483613645,14.035277639472522
0.059,14.14498929151639,14.040692632377585,14.076415694254422
0.06,14.230690027476289,14.17404572526282,14.019396965389522
0.061,14.247768907408293,14.161097732376758,13.881227737675145
0.062,14.092655367416887,14.134005460469035,13.993155950254403
0.063,14.107595136229577,14.102014312051844,13.978882792706795
0.064,14.12988262403101,14.088778425907165,14.04195229775086
0.065,14.178111987953795,14.195997937940708,13.947458295717011
0.066,14.154296590750517,14.178558704320174,13.993553896256447
0.067,14.0647494722634,14.20502371845458,13.973313380291398
0.068,14.203739069447396,14.205628588174065,14.089520734277958
0.069,14.14352477941671,14.153556613828572,13.99548256438306
0.07,14.11877289724475,14.02995241754987,13.988898872724866
0.071,14.128130179735207,14.11773801271433,14.054103545515225
0.072,14.185520858186702,14.089871499498972,14.017291876472642
0.073,14.128536162221467,14.085127891014357,13.922147452345074
0.074,14.135848554442084,14.14378665516773,13.92852028205118
0.075,14.13374311092613,14.042704028696264,13.991117895754893
0.076,14.078920894949327,14.16049633093724,14.057009518087362
0.077,14.171012763072147,14.115901962318274,14.017556843349805
0.078,14.128390202928319,14.072914661360015,13.92571937149099
0.079,14.085138699095728,14.153360085501054,14.045066010250052
0.08,14.158061421282614,14.212256084287201,13.955510010667311
0.081,14.2235122713188,14.142704574553367,13.98058797002564
0.082,14.154439452295868,14.188978309398504,13.977184960649161
0.083,14.160627643656685,14.27309739588339,13.977868642043054
0.084,14.168852029149981,14.203981292051784,13.960182749379745
0.085,14.173224014715519,14.17527394797215,14.027577709686886
0.086,14.054331355317556,14.110568401236568,13.966487161867587
0.087,14.165588962289776,14.157882472274997,14.004026414958705
0.088,14.146230032650294,14.206197291569685,14.021672159991212
0.089,14.140591557380501,14.122094616154861,14.03947000669206
0.09,14.144823031694822,14.118266695190146,14.00323041133999
0.091,14.191380942216863,14.139389503298567,13.951225930627412
0.092,14.15727391596107,14.081137538706882,13.942519093605915
0.093,14.132007420589549,14.138186802158112,13.963816897191949
0.094,14.06808945898455,14.073470810925675,14.070291254803593
0.095,14.049978315524239,14.155815655965274,14.004009494866844
0.096,14.104630723433209,14.14422399396023,14.002440772344459
0.097,14.154392707153585,14.148203585596525,13.957185058404827
0.098,14.151476711137397,14.066947565811953,14.091648352433497
0.099,14.136948998988363,14.214431555341324,14.035302137951362
0.1,14.153525312890197,14.179420577679958,14.015278162094079
0.101,14.135884577086406,14.15012430006993,13.9945834494712
0.102,14.192107739726588,14.078999435021387,13.868994015261233
0.103,14.13919269963263,14.080418099904282,14.021009510140052
0.104,14.114923653762407,14.26698124305457,13.954654035538733
0.105,14.160289387711954,14.15999065573664,13.953374790076463
0.106,14.148067929448342,14.198737124802848,14.047985486516778
0.107,14.164200215009918,14.167420996580487,14.016385142561822
0.108,14.10026224608064,14.178321017151436,13.992609733237705
0.109,14.149461686543894,14.263847951315228,14.039757670742965
0.11,14.114753726839115,14.170152891713293,13.98836209044499
0.111,14.190926474116301,14.20592289083862,14.03891173671558
0.112,14.12508012290127,14.116131135486018,14.042753138265454
0.113,14.219190202081547,14.102945790826517,13.954517519042728
0.114,14.1027950389974,14.11787926829309,13.978231285953449
0.115,14.184409960331799,14.087744170924505,13.975030197877558
0.116,14.043102081954126,14.143703784498703,14.04567502678137
0.117,14.194917366422784,14.098653697890311,14.098483923493943
0.118,14.210856042215154,14.170470377644252,14.043655393086505
0.119,14.123447129776817,14.190743523334183,14.070761812723376
0.12,14.163713308030855,14.115042524828533,14.012541783660305
0.121,14.184408639998663,14.181185969715207,14.044256809133174
0.122,14.095759612859272,14.10626144106018,14.031560090430247
0.123,14.177227682722773,14.034385471140151,13.967754545058137
0.124,14.109303729386554,14.1185042052817,13.973094168414253
0.125,14.079586454189872,14.1531386250276,13.925248387313447
0.126,14.132718570754845,14.087936157699437,14.01507492809828
0.127,14.058237021238225,14.034648423231932,13.98407220239168
0.128,14.126781959721939,14.174597366279876,14.026708423857375
0.129,14.101117996362476,14.188896469916129,13.961130902047552
0.13,14.070930982585793,14.182539574645691,14.026988114741567
0.131,14.085418510591962,14.200583336084339,14.00108399797621
0.132,14.177974299739972,14.179076845241807,13.995356425395075
0.133,14.148538776259487,14.131753561658625,14.044480564850373
0.134,14.152152484382611,14.150318369266449,13.981408650106786
0.135,14.243032304127645,14.062206525868675,14.044116681361754
0.136,14.15685136065885,14.138809833122087,13.994373573223548
0.137,14.16532989666226,14.080577161994897,14.077505944537842
0.138,14.145680047045843,14.146631620203852,13.931594341433568
0.139,14.118095884997887,14.184397629124723,13.973509693387161
0.14,14.17840714722627,14.169710784039784,13.987320950706033
0.141,14.16948947765546,14.163858506636608,13.963852734076111
0.142,14.12643035530433,14.148410235738787,14.008189794122956
0.143,14.1618673893198,14.16298419381013,14.02687539924442
0.144,14.056555206017725,14.125099200511718,14.05219387727286
0.145,14.179733064834778,14.157112846566918,13.979811266325806
0.146,14.168459052139065,14.163118168743859,13.9227129963802
0.147,14.223863258638248,14.156797656235959,13.97832719297476
0.148,14.116325523119936,14.100461123171598,13.957517215585886
0.149,14.106981160272454,14.128773674392878,14.056768897845735
0.15,14.177048745433549,14.20825594584119,14.015454838874904
0.151,14.12402526053827,14.071494247353716,14.052192256223604
0.152,14.147930336464727,14.13793547054144,14.035841101021939
0.153,14.163401246314004,14.1674057337224,14.0277069499167
0.154,14.163228431204582,14.190712002034967,14.034454412345791
0.155,14.182933178097288,14.16149568809156,14.001189216796622
0.156,14.05788439849476,14.275588262361925,14.011730303265807
0.157,14.210226109665852,14.090651051330942,14.011701944284482
0.158,14.106545495225566,14.126198498069446,13.98616031889842
0.159,14.150820193431299,14.189010839875461,13.966469426691782
0.16,14.081856539955282,14.143937775017948,13.943121632635783
0.161,14.09411972720678,14.164141960303924,14.083040531749061
0.162,14.108701758815979,14.136504268956829,14.083736126037875
0.163,14.126170758326314,14.203543102999916,14.028195025937913
0.164,14.055547177236408,14.119003906117163,14.008397843066911
0.165,14.150906496305097,14.03038233347719,14.03873100676084
0.166,14.141014156675944,14.240262913322663,13.99533039896503
0.167,14.106366547561958,14.058253443681028,14.055617435195833
0.168,14.085578720652864,14.143492062272564,13.96951421072931
0.169,14.274216273899976,14.074197943115164,14.018174972055352
0.17,14.124812589003277,14.203456918852327,14.020893404449573
0.171,14.233839161018581,14.106413611986806,14.062244141163072
0.172,14.065132821184365,14.143281805434729,13.968629853766625
0.173,14.190321536626294,14.159846961711738,13.942859111971345
0.174,14.150373235267217,14.229968776940462,14.016379153799626
0.175,14.183352983627417,14.109315096060326,14.013227485970008
0.176,14.133741490218656,14.11092233090123,13.949186257466994
0.177,14.135994865704948,14.150336409928622,13.975104747785151
0.178,14.157877849760464,14.23031094316408,14.01877114506491
0.179,14.12042474795163,14.220462638020459,13.934620256940722
0.18,14.139451050253554,14.17471302834189,13.951760260607427
0.181,14.121913605143881,14.079153776757842,13.961984717153257
0.182,14.187017835480273,14.046052968909581,14.002549436861772
0.183,14.201062833754273,14.12592153141687,14.00794441143967
0.184,14.187342154282344,14.107917978248803,13.966381113409783
0.185,14.190677932981954,14.15744866842216,13.96199185330022
0.186,14.201420574936419,14.144005613169067,14.015983900942143
0.187,14.148875294418971,14.218626816066823,14.00899443488992
0.188,14.111578034900292,14.1849173729614,13.993726382844963
0.189,14.09332382496663,14.081737808720666,13.99431881349637
0.19,14.152100640794663,14.187607992017277,13.939348252205837
0.191,14.077629931293995,14.144344295794513,13.95826896809311
0.192,14.141390976355863,14.119543343476018,13.95607234340264
0.193,14.138437928363443,14.099217819221716,13.968833972466728
0.194,14.165901228734581,14.107128487727278,14.013543708036064
0.195,14.284064867864071,14.150088022584125,13.922026501680218
0.196,14.135030845108604,14.109317757180282,14.107332368388954
0.197,14.188780018740433,14.116821642019373,13.986233288123534
0.198,14.154659947229785,14.153187766053238,13.989913779991722
0.199,14.203281904370606,14.243057995693864,13.954452414965507
0.2,14.118801236227323,14.159177048708212,13.964837913190426
0.201,14.166959061349738,14.039543375852427,14.006563718051382
0.202,14.213405225104179,14.05177143846857,14.092452517199469
0.203,14.103696581391674,14.10373545193157,13.987385739967335
0.204,14.200028780201148,14.053323489400968,14.066361287131437
0.205,14.175338638707874,14.179529908868151,14.042726909047413
0.206,14.152669750467851,14.122567280122865,14.001705656460068
0.207,14.230410159465452,14.069579968007046,13.969213899331455
0.208,14.204917435179826,14.150206504065123,13.940393589318347
0.209,14.145078490754788,14.07225462965636,14.028621183807157
0.21,14.173164896343106,14.177379438316535,13.995566882698556
0.211,14.157586948916661,14.097111003489719,13.982601874619105
0.212,14.26233259862996,14.112047883768744,13.95750219927019
0.213,14.116216049249394,14.153663298274248,13.953548118769433
0.214,14.150184297650458,14.270466312916104,14.009156809994035
0.215,14.130968659317501,14.180553775660508,14.04293780573202
0.216,14.143111237954056,14.10344522151666,14.01676095668148
0.217,14.146779254266113,14.117323915043528,14.042471943011027
0.218,14.188271131276226,14.110391686767686,14.03268510750146
0.219,14.180226909931575,14.164471734548236,13.868040276201214
0.22,14.213943795636917,14.148050350922302,14.010409934398565
0.221,14.075072350664666,14.096114919744066,14.046546744303617
0.222,14.193194587356473,14.133315429103645,13.910123755128872
0.223,14.121088195696881,14.057470040582936,14.05809965264457
0.224,14.142743870812303,14.139265074310238,13.999133592353175
0.225,14.149715690422928,14.082106285833708,14.078265200202745
0.226,14.132165780288865,14.109355683199261,13.982475928693217
0.227,14.079401896777304,14.092441100016039,14.042570427383977
0.228,14.183582302782012,14.219985986606881,14.046596879928874
0.229,14.219852596068245,14.210210159535007,13.94915144975212
0.23,14.183767732294662,14.205056896201441,14.025744364367664
0.231,14.097436091498219,14.028078520167595,14.08324446966949
0.232,14.117752788173634,14.195911349570569,13.949043661590814
0.233,14.10129359366067,14.123337915170737,13.97970486954774
0.234,14.163945413148374,14.208398723889946,14.080557678858336
0.235,14.115867841918599,14.170696853987005,13.959416814184028
0.236,14.203744555839766,14.126603152145634,13.95417548921729
0.237,14.182524854524411,14.09989271464874,13.930518474199975
0.238,14.072793360374,14.183861244259244,14.046885067836055
0.239,14.127793804997472,14.137499791844492,14.00521478193884
0.24,14.102933649330136,14.090087649089917,14.004746541308164
0.241,14.173523733744052,14.215743381831954,14.037272922371706
0.242,14.142497539110268,14.155272891959159,13.969444593907934
0.243,14.165670761667483,14.13045935701784,14.0464950675413
0.244,14.138847004516046,14.092951237249345,14.018881073672773
0.245,14.304435123037047,14.128635378480531,13.940500022070935
0.246,14.198520515446397,14.06612178645536,13.936618014037377
0.247,14.148846831515575,14.128443776685634,14.013060372487292
0.248,14.048255948894862,14.206114729522367,13.942464464102132
0.249,14.120440032444002,14.228507810289727,14.047078744389818
0.25,14.064832345261737,14.189469190338452,13.99115545494704
0.251,14.11063850846119,14.188579795877347,14.031434655429686
0.252,14.135955894702766,14.074666870369036,14.04403957128067
0.253,14.23638145538688,14.117473546501662,14.037472466138956
0.254,14.128685257543593,14.156862950212926,13.974289159198825
0.255,14.132572079355455,14.08845423132104,14.025958499468116
0.256,14.134573700864177,14.25499613973965,14.06407480619249
0.257,14.05963706940414,14.191231788998934,14.068286132767337
0.258,14.188272170022204,14.146982392907109,13.970464652822994
0.259,14.15686596069146,14.156962205423712,14.01441026130678
0.26,14.118455910331395,14.13477734484908,13.976300466291368
0.261,14.157200672798313,14.149724381176416,14.030750090440907
0.262,14.189425919290604,14.130153890271965,13.995665185014497
0.263,14.098928546590562,14.076722682391077,14.042589006355964
0.264,14.092785063345325,14.187281455114164,13.93169060298305
0.265,14.14688851039532,14.166142746958593,13.948263874364972
0.266,14.206835855312686,14.109013216452604,14.044989611522059
0.267,14.060950917118548,14.220079475013849,14.052723943414083
0.268,14.14533171686997,14.113710971364494,13.960986713999421
0.269,14.126371764433111,14.055596346590571,13.955254096848964
0.27,14.063193441060893,14.165966434548043,14.03417628820223
0.271,14.153313627064554,14.08875711858345,14.027134793143606
0.272,14.154704709261686,14.151127411476851,13.998509564786387
0.273,14.095282830805113,14.302199827412212,13.944166211713751
0.274,14.115839441564178,14.156106654351232,14.002725334341816
0.275,14.11631913042999,14.110174847321568,14.06756412270546
0.276,14.127175964851055,14.210724402925118,13.967179951601246
0.277,14.060016279065398,14.175184692626441,13.888244825435267
0.278,14.127127823202837,14.02996278874544,13.943499566765471
0.279,14.152563699452305,14.163421751795322,13.99705036785669
0.28,14.209092264627577,14.153502154755978,13.998781876992435
0.281,14.188500702584504,14.19122056063754,13.941369323643778
0.282,14.22560016390653,14.139845976153467,14.00835349581544
0.283,14.17402354230711,14.170528344542701,14.042522376861085
0.284,14.205548743418907,14.162240619793659,13.820440642430793
0.285,14.074519118001469,14.097147223168944,13.952391487873918
0.286,14.166073686208922,14.080351786717037,13.935932068807212
0.287,14.058273628608445,14.161114601762472,14.019939587706233
0.288,14.158760193622854,14.066508404168255,13.964756540675332
0.289,14.109689794988876,14.071626690383445,14.061685859099672
0.29,14.088070824542053,14.064488911736406,13.86182293888456
0.291,14.170230195126226,14.167235029010966,14.039234640023636
0.292,14.222658131738813,14.126007963724403,13.972920773250907
0.293,14.176816778509183,14.159143528389773,13.967442779210067
0.294,14.12097451427764,14.095833208182777,13.980061823510592
0.295,14.144090456712544,14.179390642835722,13.916979531003879
0.296,14.13772874187149,14.105384371263215,14.076749292830584
0.297,14.108207166568944,14.143737085396136,14.036193362522532
0.298,14.12148521889217,14.080818997949212,14.02986498501224
0.299,14.105095814081976,14.093795903105486,14.05197758131643
0.3,14.095067495725567,14.141685582612695,14.047482541171606
0.301,14.142738564473365,14.186930531542117,13.93090584991641
0.302,14.143441838938148,14.158954103595457,14.027255644415108
0.303,14.11064396827396,14.131601493233136,14.078329844309811
0.304,14.096514238146721,14.148388841510291,14.03749069731719
0.305,14.228956118454505,14.05906550746419,13.914679582777836
0.306,14.138010666019262,14.185160652411678,14.024957516605143
0.307,14.116836273793238,14.148692434632064,14.002448909120266
0.308,14.162790736034706,14.170512925265207,13.94358680534108
0.309,14.137171974689569,14.024402498460374,14.005279138716425
0.31,14.201347081703766,14.140902996737214,14.003218515912655
0.311,14.174921222524004,14.165529419931705,13.947859172923808
0.312,14.153932260156816,14.089913583050546,13.95105071799943
0.313,14.09426645737296,14.11233638994901,14.002574146884259
0.314,14.053814503192438,14.096603570057548,14.073874088374323
0.315,14.204635028057664,14.172784956122866,13.948402942191555
0.316,14.099819097343572,14.278464625676596,13.995645070246356
0.317,14.173705458261864,14.204789991173302,13.94862428279224
0.318,14.139418638732945,14.087299562960707,14.018594439656702
0.319,14.225470419210279,14.025278754426113,13.917302216421493
0.32,14.096946455552262,14.008631833417164,13.985322398881674
0.321,14.1860000934442,14.209642772975297,14.032477588829144
0.322,14.141411066759312,14.138761387955535,14.001177183802973
0.323,14.104614120275357,14.177177880198501,14.004526530729475
0.324,14.11377505605571,14.128507153045385,14.031981763513109
0.325,14.131299076859268,14.238061211957215,14.029995658493892
0.326,14.165130600522378,14.126587895576174,13.990757701428311
0.327,14.112176255297717,14.172076009640596,13.998641263125615
0.328,14.076381424909977,14.141218446146581,14.008109664170608
0.329,14.129567924807954,14.170507953879175,14.004490314411186
0.33,14.142488276881746,14.139314117855841,14.002241806887561
0.331,14.117090675559908,14.253508145482666,14.07997356192338
0.332,14.119546862199428,14.159432983411637,13.934753130729085
0.333,14.140828017745429,14.139118878325693,14.01944326107629
0.334,14.124909515399018,14.071018528809342,13.947743908069013
0.335,14.161054596347492,14.176373523083,14.013067583940161
0.336,14.179921978049316,14.138100995659217,13.937424533361918
0.337,14.164944694587758,14.100205384652366,14.042776934569185
0.338,14.118168693102804,14.082705003950531,14.030509878130589
0.339,14.189289228766848,14.148560363356317,14.023940464918423
0.34,14.098668710832118,14.259977086321525,14.042999529060259
0.341,14.043344131639662,14.176216966621269,13.936282888607133
0.342,14.124344177766242,14.221823081189932,13.940469407083238
0.343,14.12338583966069,14.15735496964017,14.025554151691118
0.344,14.068922888338605,14.169378740094803,14.08078522049728
0.345,14.192962492521644,14.107845121841368,13.892670839930494
0.346,14.152477263001396,14.147826747984034,13.986061843104697
0.347,14.229923066198802,14.114555853884344,14.017214222382956
0.348,14.089634377593056,14.168463629986569,14.022191969858072
0.349,14.197065511511761,14.15433505512215,13.96125113602051
0.35,14.118033195690968,14.216566940839142,14.047755776779264
0.351,14.135190892490996,14.188949903843058,13.976988399789457
0.352,14.134619622299754,14.203356031540562,14.047808566186612
0.353,14.045421073275387,14.193769993201485,14.046285979971188
0.354,14.05873339243459,14.121251723819148,14.13347860696449
0.355,14.176643630566259,14.161142111149244,13.89244030310139
0.356,14.115540571844383,14.185460261306714,13.927298109443901
0.357,14.221867723458795,14.192093657643428,13.957450937807161
0.358,14.135217111435228,14.192343148418802,13.988064878693631
0.359,14.153712137658186,14.200719716308317,14.001371110343529
0.36,14.222456571294838,14.07371020436644,14.001329273555797
0.361,14.122771353455846,14.110444548188186,13.978469559943786
0.362,14.209820536927056,14.097970402698357,14.165494680671323
0.363,14.16970931374185,14.18041018828898,13.897531426850852
0.364,14.165605270364482,14.12345371485132,14.086582173658776
0.365,14.083704447356803,14.1489308370955,14.042953625541823
0.366,14.119180846840257,14.196919302360572,13.986652154557445
0.367,14.240239948091471,14.158634396884983,14.028058290207257
0.368,14.127414717855194,14.142087380658174,13.958767624145015
0.369,14.144053726271194,14.164532566669823,14.030070512676318
0.37,14.161521754202504,14.096989769121398,14.025751940939717
0.371,14.115848176060146,14.069771905952983,13.962793422059145
0.372,14.156788199343733,14.143872100171018,14.039099723498802
0.373,14.077658670056397,14.103926922643488,13.93331012702356
0.374,14.07700134247301,14.179499461910986,14.11191379626595
0.375,14.085712308706192,14.155683547456725,14.079023200355682
0.376,14.210758632560863,14.156203579173186,14.052982912951869
0.377,14.059914392709809,14.162059535418313,13.948476446737198
0.378,14.202057820154378,14.142788358691426,14.02274602717593
0.379,14.24240152078381,14.130505739972133,13.961382646864287
0.38,14.133449197563442,14.029185357448153,14.030749893799998
0.381,14.203106297818618,14.161624776221306,13.914461910683533
0.382,14.156817665503047,14.191738672212768,13.96495248361437
0.383,14.081317237426951,14.120448738748955,14.024490822711154
0.384,14.115752615429304,14.1322147177066,13.988379661089573
0.385,14.206762767967446,14.266385701132345,13.956058802277031
0.386,14.052579215689057,14.130563259285237,14.027987492532016
0.387,14.131372060955522,14.248988155599589,14.020633468273125
0.388,14.192705218806438,14.199766701697397,14.015385695389403
0.389,14.173662841789305,14.187785630868357,14.024201489334128
0.39,14.15759367053754,14.230937439533308,13.956124136238564
0.391,14.125259661484234,14.12809237945179,13.938317823313444
0.392,14.148441351809526,14.162544518516679,13.981205581718026
0.393,14.169843239123159,14.04234125145789,14.015572596123972
0.394,14.182859695765266,14.189707679083567,13.992677990747922
0.395,14.13426886913793,14.141496066355177,14.014406786697952
0.396,14.094784035821313,14.15985037459069,14.036352011633813
0.397,14.09335366403224,14.150005518935743,13.974335172645544
0.398,14.108441655297508,14.13437362748976,13.986091836041364
0.399,14.1501916870508,14.150238569184241,14.071623926678594
0.4,14.200421310309215,14.109747351767147,13.934373913815104
0.401,14.141454039437011,14.170463713220595,13.995302604103463
0.402,14.16063421539333,14.085390515704546,13.972589676519549
0.403,14.044479339229877,14.15355225090271,13.986563938488647
0.404,14.136682334439229,14.10855661457338,14.047070406315447
0.405,14.107382038004758,14.1144197004412,14.03649135650893
0.406,14.196051131943129,14.147904631117548,14.010165752578942
0.407,14.157547442873641,14.1827171633708,14.008805448544551
0.408,14.170398736899354,14.171329661959039,13.990654718512115
0.409,14.15249719427319,14.132948711583959,14.090946239181507
0.41,14.234566866703629,14.147286202959078,14.005500015684245
0.411,14.115474123893648,14.163959564860374,14.035526361925157
0.412,14.162254941005633,14.138135902525315,13.963584477505243
0.413,14.076225762328555,14.14076765115536,14.034504347908731
0.414,14.182303729392533,14.099540498044586,14.014055866431232
0.415,14.124654813267927,14.114561422498014,14.078154044277852
0.416,14.227971534707764,14.140561517440663,14.021911479534339
0.417,14.0723401725375,14.140413470000725,14.026090474896387
0.418,14.097029970726654,14.136323308035452,14.090785502320738
0.419,14.1034566932916,14.085889255993838,13.96283369337295
0.42,14.07020338225793,14.122038081940458,14.033504917205468
0.421,14.124391276947204,14.071896481232695,14.044149007163169
0.422,14.101795281619264,14.088605374987527,13.995563054695591
0.423,14.17238204165021,14.185894412788251,13.928900884112595
0.424,14.166143049780079,14.136031915289994,13.970308011391586
0.425,14.186901550210171,14.055849511248736,13.936496694560171
0.426,14.189727857667016,14.208950380750464,14.089050771036561
0.427,14.169527866674127,14.071295886738474,13.974056597445307
0.428,14.079794223882487,14.117779842643914,14.021890358571634
0.429,14.140251665869915,14.209180238889912,13.985740058314319
0.43,14.170837833650175,14.187122137746888,14.014490716578322
0.431,14.204467384865083,14.17956804136237,14.08277613776498
0.432,14.089492082584222,14.088905866653338,13.98892057860753
0.433,14.219045678646008,14.06793372227791,14.02383950534869
0.434,14.069731127009002,14.190429168867784,14.010507794518096
0.435,14.149896536465175,14.088463228469166,13.94821884178657
0.436,14.198171355369766,14.063736011843977,13.998780662927969
0.437,14.172489201473796,14.139965831314964,14.014631962475223
0.438,14.150491682285175,14.1806319688087,13.91131018587373
0.439,14.144038125844576,14.073953860985087,13.889547889761477
0.44,14.14891831132221,14.146029613331875,14.056618156622973
0.441,14.243685512550138,14.150218835695023,14.08334973778788
0.442,14.175819654828027,14.202380442286888,13.980833173317635
0.443,14.096267021127675,14.15730895979863,13.966161650577055
0.444,14.130889864252698,14.063646832164036,14.056881572757888
0.445,14.063467443332682,14.134423212103265,13.86627472772208
0.446,14.19996072261192,14.104979193128635,13.957361871803988
0.447,14.159053408622528,14.191649765140586,13.965226290855535
0.448,14.104968033488742,14.146607715464157,13.954095548522382
0.449,14.086589203031792,14.137935406609081,13.884657372250551
0.45,14.0737957802815,14.125237636104412,13.931684626953615
0.451,14.095853073509247,14.207847661284518,14.019585151136695
0.452,14.166465043805308,14.125692991274555,13.930065786398186
0.453,14.136392860848309,14.107521125392868,13.947307641268898
0.454,14.100372568891277,14.209807825083468,13.950391527404733
0.455,14.149996015201705,14.102553969120288,13.989568195464223
0.456,14.055959793950302,14.138647774861479,13.956724437436138
0.457,14.146930349867882,14.182019733190117,14.028914508581073
0.458,14.188482024206115,14.102546649887403,13.964820039585204
0.459,14.071870927483449,14.169591125168642,14.018286090052301
0.46,14.191076438512582,14.07443392448838,13.986847725578025
0.461,14.07308618487482,14.15169069803755,14.117287423920216
0.462,14.076512189344545,14.114561908588177,14.024825413380109
0.463,14.071001425562459,14.117199275311712,14.050389573027699
0.464,14.152960537577336,14.123978490825936,13.960787983140392
0.465,14.178912640263608,14.05365946855305,13.980406875823363
0.466,14.163050273551741,14.208658545486573,14.020057683718294
0.467,14.194204814019944,14.114677654582714,13.915945608179095
0.468,14.178430940893021,14.270801192768939,13.912495396760612
0.469,14.152436433543276,14.249150118873953,13.952207873833276
0.47,14.083019173300318,14.033930898844371,14.028833022101809
0.471,14.184022574466674,14.217197915344522,14.010999098527506
0.472,14.133147022880483,14.161070553098773,14.06455712669068
0.473,14.175865106582707,14.170400966527485,14.047747623481825
0.474,14.149300093453961,14.122168803441143,13.989825366483489
0.475,14.081280385568881,14.151524427430758,14.03699021790648
0.476,14.133139722467359,14.207828114035586,13.960666619003987
0.477,14.145833889239542,14.094614512296305,13.960347088127966
0.478,14.134143394127308,14.259399922277494,14.125909001428
0.479,14.108904354944897,14.166983266020377,13.978283696543095
0.48,14.246159825107467,14.160992146022751,14.102617444172047
0.481,14.182953949862483,14.064712833330935,14.041978695291746
0.482,14.10594155551824,14.16195304281901,13.928921130221497
0.483,14.14604572633862,14.126669853413967,13.965113611508928
0.484,14.163272720711761,14.073403106802957,14.050386381295885
0.485,14.120103371501367,14.136190246785173,14.027948923900167
0.486,14.087412523283083,14.084506715069661,14.00453977273952
0.487,14.028828949401607,14.15707284587365,14.024864571681714
0.488,14.09469013590068,14.145255788682581,13.902717990825343
0.489,14.013580670962048,14.233173925418528,13.975863992486914
0.49,14.220541358615009,14.15030731495227,14.098205847068327
0.491,14.030538395564125,14.142683109463508,14.040350681532663
0.492,14.16164499337678,14.095956594610868,14.053234845837933
0.493,14.137297151382837,14.199266335114105,14.034637461652967
0.494,14.164572448154203,14.260975896383213,13.97181680752372
0.495,14.086194348476662,14.131523632154211,14.094504840606815
0.496,14.13465181842549,14.09794146627706,13.985514468043046
0.497,14.121892573512346,14.105638953955038,14.038729382404776
